"Date","Description","Institution","Account","Category","Is Hidden","Is Pending","Amount"
"4/13/2025","TESLA SUBSCRIPTION US TESLA.COM CA","Discover Credit Card - via Direct Web Access","3549","Subscriptions","No","No","($107.04)"
"4/11/2025","GGLPAY CUB FOODS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($19.8)"
"4/11/2025","IRS TREAS TAX REF GATES ETHAN T","Online Access - via Direct Web Access","Checking Account","Tax Refund","No","No","$17"
"4/10/2025","MN DEPT OF REVEN MNSTTAXRFD GATES ETHAN T","Online Access - via Direct Web Access","Checking Account","Tax Refund","No","No","$333"
"4/9/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"4/9/2025","PWP RAILWAY PRIVACYCOM","Online Access - via Direct Web Access","Checking Account","Clothing","No","No","($5)"
"4/9/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"4/8/2025","DISCOVER CASH AWARD GATES ETHAN","Online Access - via Direct Web Access","Checking Account","Income","No","No","$8.99"
"4/8/2025","ETHAN GATES ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$100"
"4/8/2025","PURCHASESIG CASH APP BRANDON SAN FRANCISCO US","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","$12"
"4/7/2025","YOUR CASH REWARD REFUND IS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Savings","No","No","$16.72"
"4/7/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Growth Portfolio","Excluded","No","No","$600"
"4/7/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($600)"
"4/7/2025","VENMO PAYMENT","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($1.65)"
"4/6/2025","PAYPAL MICROSOFT WA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Electronics & Software","No","No","($8.58)"
"4/6/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.71)"
"4/5/2025","PAYPAL EBAY US CA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Shopping","No","No","($3.24)"
"4/5/2025","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($4.11)"
"4/5/2025","SAVERS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Groceries","No","No","($7.56)"
"4/5/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.56)"
"4/5/2025","GESMN ROCH ST ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Restaurants/Dining","No","No","($19.41)"
"4/4/2025","DIRECTPAY FULL BALANCE","Discover Credit Card - via Direct Web Access","3549","Excluded","No","No","$60.29"
"4/4/2025","GOOGLE GOOGLE ONE CA","Discover Credit Card - via Direct Web Access","3549","Electronics & Software","No","No","($9.99)"
"4/3/2025","GGLPAY KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($5.77)"
"4/2/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"4/2/2025","CONSUMER DIR DEP ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$110.82"
"4/2/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"4/1/2025","PAYPAL EPIC GAMES NC","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Online Payment","No","No","($9.45)"
"4/1/2025","GGLPAY CUB FOODS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($26.16)"
"4/1/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.71)"
"4/1/2025","GOOGLE CLOUD G.CO HELPPAY CA","Discover Credit Card - via Direct Web Access","3549","Electronics & Software","No","No","($9.95)"
"4/1/2025","PWP NAMECHEAP PRIVACYCOM","Online Access - via Direct Web Access","Checking Account","Fast Food & Convenience","No","No","($1.17)"
"3/31/2025","GOOGLE FI","Capital One","Quicksilver","Phone, Internet & Cable","No","No","($114.52)"
"3/31/2025","CONSUMER DIR DEP ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$204.79"
"3/30/2025","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($1.49)"
"3/26/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"3/26/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($42)"
"3/26/2025","SANTANDER CONSUM BILLPAY","Online Access - via Direct Web Access","Checking Account","Auto Payment","No","No","($472.4)"
"3/26/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"3/24/2025","RAISING CANES","Capital One","Quicksilver","Fast Food & Convenience","No","No","($39.69)"
"3/23/2025","TAQUITOS","Discover Credit Card - via Direct Web Access","3549","Food","No","No","($3.99)"
"3/21/2025","GGLPAY BALDWIN PARKIROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Parking","No","No","($3)"
"3/21/2025","CASEYS","Capital One","Quicksilver","Fast Food & Convenience","No","No","($3.99)"
"3/20/2025","TEAM MEMBERS TEAMMEMBER","Online Access - via Direct Web Access","Checking Account","Paycheck/Salary","No","No","$44.94"
"3/19/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"3/19/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"3/18/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.56)"
"3/18/2025","INTEREST PAID","Ally","Savings Account","Interest Income","No","No","$0.84"
"3/18/2025","REQUESTED TRANSFER TO ALLY INVEST INVESTMENT ACCOUNT","Ally","Savings Account","Excluded","No","No","($50)"
"3/17/2025","ABC PLANET FITNEROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gym","No","No","($10.81)"
"3/17/2025","AMEX SEND ADD MONEY","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($28)"
"3/17/2025","CONSUMER DIR DEP ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$174.46"
"3/17/2025","CONSUMER DIR DEP ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$152.38"
"3/17/2025","PWP NYTIMES DIS PRIVACYCOM","Online Access - via Direct Web Access","Checking Account","Subscriptions","No","No","($4.03)"
"3/16/2025","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($4.7)"
"3/13/2025","CUB FOODS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($17.74)"
"3/13/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.71)"
"3/12/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"3/12/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"3/10/2025","GGLPAY CUB FOODS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($6)"
"3/10/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($8.94)"
"3/6/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.09)"
"3/6/2025","PAYPAL MICROSOFT WA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Electronics & Software","No","No","($8.58)"
"3/5/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($1.83)"
"3/5/2025","ANTHROPIC CA","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5)"
"3/5/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"3/5/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"3/4/2025","GOOGLE GOOGLE ONE CA","Discover Credit Card - via Direct Web Access","3549","Electronics & Software","No","No","($9.99)"
"3/4/2025","DIRECTPAY FULL BALANCE","Discover Credit Card - via Direct Web Access","3549","Excluded","No","No","$143.76"
"3/3/2025","GOOGLE FI","Capital One","Quicksilver","Phone, Internet & Cable","No","No","($114.52)"
"3/3/2025","PURCHASESIG CASH APP BRANDON SAN FRANCISCO US","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","$60"
"3/3/2025","CONSUMER DIR DEP ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$322.46"
"3/2/2025","OPENAI CA","Discover Credit Card - via Direct Web Access","3549","Personal Care","No","No","($10)"
"2/28/2025","VENMO PAYMENT","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($20)"
"2/27/2025","AMEX SEND ADD MONEY","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($60)"
"2/26/2025","CUB FOODS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($15.2)"
"2/26/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($42)"
"2/26/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"2/26/2025","SANTANDER CONSUM BILLPAY","Online Access - via Direct Web Access","Checking Account","Auto Payment","No","No","($472.4)"
"2/25/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($18.36)"
"2/24/2025","AMEX SEND ADD MONEY","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Shopping","No","No","($90)"
"2/24/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.56)"
"2/24/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.56)"
"2/23/2025","GGLPAY KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($6.93)"
"2/22/2025","GGLPAY KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($9.81)"
"2/22/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($15.64)"
"2/22/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.71)"
"2/20/2025","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($4.81)"
"2/19/2025","OPENAI CA","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5)"
"2/19/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"2/19/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"2/18/2025","AMEX SEND ADD MONEY","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($30)"
"2/18/2025","WESTERN GOVERNOR NBS REFUND ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$913"
"2/18/2025","PWP NYTIMES DIS PRIVACYCOM","Online Access - via Direct Web Access","Checking Account","Subscriptions","No","No","($4.03)"
"2/18/2025","INTEREST PAID","Ally","Savings Account","Interest Income","No","No","$1.12"
"2/18/2025","REQUESTED TRANSFER TO ALLY INVEST INVESTMENT ACCOUNT","Ally","Savings Account","Excluded","No","No","($50)"
"2/17/2025","ABC PLANET FITNEROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gym","No","No","($10.81)"
"2/14/2025","PURCHASESIG CASH APP BRANDON SAN FRANCISCO US","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","$30.5"
"2/14/2025","CONSUMER DIR DEP ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$357.4"
"2/13/2025","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($4.17)"
"2/12/2025","PAYPAL VISTAPRINT MA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Shopping","No","No","($34.38)"
"2/12/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"2/12/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"2/9/2025","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($4.81)"
"2/6/2025","MN MC NORTHEAST PHARROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Pharmacy","No","No","($20)"
"2/5/2025","PAYPAL MICROSOFT WA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Electronics & Software","No","No","($8.58)"
"2/5/2025","CUB FOODS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($8.4)"
"2/5/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"2/5/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"2/4/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($7.02)"
"2/4/2025","DIRECTPAY FULL BALANCE","Discover Credit Card - via Direct Web Access","3549","Excluded","No","No","$181.89"
"2/3/2025","KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gas & Fuel","No","No","($8.71)"
"2/3/2025","KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gas & Fuel","No","No","($5.95)"
"2/3/2025","CONSUMER DIR DEP ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$166.23"
"2/3/2025","CONSUMER DIR DEP ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$156.99"
"2/1/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($9.4)"
"2/1/2025","EBAY O SAN JOSE CA","Discover Credit Card - via Direct Web Access","3549","Shopping","No","No","($19.31)"
"1/31/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.24)"
"1/31/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","YOLO Portfolio","Excluded","No","No","($400)"
"1/31/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","$400"
"1/30/2025","BALDWIN PARKING MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Parking","No","No","($4)"
"1/30/2025","MCDONALDS ALEXANDRIA MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.14)"
"1/30/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.56)"
"1/30/2025","GOOGLE FI","Capital One","Quicksilver","Phone, Internet & Cable","No","No","($114.52)"
"1/29/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"1/29/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"1/28/2025","SANTANDER CONSUM BILLPAY","Online Access - via Direct Web Access","Checking Account","Auto Payment","No","No","($472.4)"
"1/27/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($42)"
"1/23/2025","GGLPAY CASEYS ALEXANDRIA MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($12.22)"
"1/23/2025","MCDONALDS ZUMBROTA MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($9.01)"
"1/22/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.56)"
"1/22/2025","GRAHAM PARKING ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Parking","No","No","($2)"
"1/22/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"1/22/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"1/22/2025","PWP NYTIMES DIS PRIVACYCOM","Online Access - via Direct Web Access","Checking Account","Subscriptions","No","No","($4.03)"
"1/21/2025","ARBYS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($2.7)"
"1/21/2025","PAYPAL BURGER KING MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($5.41)"
"1/21/2025","MARSHALLS MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Clothing","No","No","($39.98)"
"1/21/2025","PWP PATREON ME PRIVACYCOM","Online Access - via Direct Web Access","Checking Account","Business","No","No","($2.15)"
"1/21/2025","REQUESTED TRANSFER TO ALLY INVEST INVESTMENT ACCOUNT","Ally","Savings Account","Excluded","No","No","($50)"
"1/20/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.56)"
"1/20/2025","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($3.32)"
"1/19/2025","PAYPAL BURGER KING MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($5.41)"
"1/19/2025","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($4.45)"
"1/19/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.4)"
"1/18/2025","INTEREST PAID","Ally","Savings Account","Interest Income","No","No","$1.27"
"1/17/2025","FITNEROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gym","No","No","($10.81)"
"1/17/2025","WCA COMPETITION FEE MN","Discover Credit Card - via Direct Web Access","3549","Fees & Charges","No","No","($30)"
"1/17/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.24)"
"1/17/2025","CONSUMER DIR DEP ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$252.58"
"1/17/2025","CONSUMER DIR DEP ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$183.7"
"1/16/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.84)"
"1/15/2025","KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gas & Fuel","No","No","($6.64)"
"1/15/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.56)"
"1/15/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"1/15/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"1/14/2025","TAQUITOS","Discover Credit Card - via Direct Web Access","3549","Food","No","No","($3.32)"
"1/14/2025","VENMO CASHOUT","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","$12"
"1/13/2025","GGLPAY KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($5.15)"
"1/13/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.56)"
"1/12/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.4)"
"1/12/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.84)"
"1/11/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($9.4)"
"1/10/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.71)"
"1/10/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.71)"
"1/8/2025","BREV.DEV CA","Discover Credit Card - via Direct Web Access","3549","Restaurants/Dining","No","No","($20)"
"1/8/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"1/8/2025","PWP OPENAI PRIVACYCOM","Online Access - via Direct Web Access","Checking Account","Personal Care","No","No","($5)"
"1/8/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"1/7/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.24)"
"1/6/2025","GGLPAY KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($6.49)"
"1/6/2025","PAYPAL MICROSOFT WA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Electronics & Software","No","No","($8.58)"
"1/6/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.56)"
"1/6/2025","CULVERS MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($12.86)"
"1/6/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($9.4)"
"1/6/2025","WALMART STORE ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Shopping","No","No","($11.69)"
"1/6/2025","CONSUMER DIR DEP ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$422.66"
"1/5/2025","CASEYS ORONCO MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($6)"
"1/5/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.56)"
"1/4/2025","GOOGLE CLOUD GCOHELPPAY C","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Electronics & Software","No","No","($10)"
"1/4/2025","PAYPAL EBAY US CA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Shopping","No","No","($12.26)"
"1/4/2025","PAYPAL THRIFTBOOKS WA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Books","No","No","($46.66)"
"1/4/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.41)"
"1/4/2025","KWIK TRIP ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Gas & Fuel","No","No","($6.49)"
"1/4/2025","DIRECTPAY FULL BALANCE","Discover Credit Card - via Direct Web Access","3549","Excluded","No","No","$41.57"
"1/3/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.84)"
"1/2/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.72)"
"1/2/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($9.4)"
"1/2/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"1/2/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"1/1/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.84)"
"1/1/2025","FITNEROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gym","No","No","($42.17)"
